SampleID,num,AGA_severity,g__Corynebacterium;,g__Acinetobacter;,g__Staphylococcus;,g__Rothia;,g__Neisseria;,g__Haemophilus;,g__Prevotella;,g__Moraxella;,g__Streptococcus;,g__Pseudomonas;,g__Micrococcus;,g__Rhizobium;,g__Propionibacterium;,g__Bacteroides;,g__Streptophyta_Group;,g__Brevundimonas;,g__Veillonella;,g__Paracoccus;,g__Enhydrobacter;,g__Kocuria;,g__Lactobacillus;,g__Bartonella;,g__Finegoldia;,g__Macrococcus;,g__Anaerococcus;,g__Peptoniphilus;,g__Penicillium;,g__Aspergillus;,g__Cladosporium;,g__Alternaria;,g__Malassezia;,g__Uncultured_Aspergillus;
AWGB16SAA2186021-14-14,9,Healthy,0.595564661,0.00058809,0.029537306,0.021057424,0.004116632,0.004875458,0.001062357,0.00582399,0.009257678,0.000379413,0.020469334,0.000170736,0.250924819,0.000341472,0.00030353,0.002105742,0.00204883,0.040597196,0.006791494,0.000189707,0.002504126,0.000113824,0.000265589,0.0000379,0.000815738,0.0000569,0.000100715,0.001858651,0.000430328,0.0000732,0.995440354,0.0000183
AWGB16SAA2186023-14-16,10,Healthy,0.034270862,0.0001444,0.053925265,0.000385066,0.000625732,0.0000642,0.000160444,0.000336933,0.003401415,0.00040111,0.000705954,0.000208577,0.899690343,0.000465288,0.001540263,0.000160444,0.000288799,0.001572352,0.000609688,0.000208577,0.000208577,0.000256711,0.0000481,0.000128355,0.0001444,0.0000481,0.0000623,0.000361492,0.000211909,0.000125,0.927514553,0
AWGB16SAA2186025-14-18,11,Healthy,0.088858478,0.000589873,0.161625218,0.000542683,0.000542683,0,0.000637063,0.00143929,0.007762729,0.000212354,0.002831391,0.000495493,0.724529281,0.000542683,0.000259544,0.000188759,0.003916757,0.001250531,0.000967392,0.000165164,0.000731443,0.0000472,0.000731443,0,0.000589873,0.000542683,0.000116207,0.0000951,0.000338056,0.00027467,0.989794948,0
AWGB16SAA2186029-15-14,12,Healthy,0.082625341,0.003004835,0.193392413,0.002150669,0.000915178,0.000549107,0.000655878,0.002791294,0.005765623,0.002043898,0.004758927,0.001479538,0.678208081,0.001174479,0.000320312,0.008480652,0.000198289,0.003523436,0.003508183,0.00112872,0.000137277,0.001265997,0.000686384,0.0000915,0.000762649,0.000381324,0.0000313,0.012594353,0.0000834,0.0231,0.894146962,0.0000209
AWGB16SAA2186031-15-16,13,Healthy,0.193385827,0.000561024,0.239438976,0.000580709,0.000226378,0.000255906,0.008454724,0.000728346,0.002598425,0.000383858,0.000807087,0.0000886,0.532253937,0.001604331,0.000324803,0.000403543,0.000374016,0.000492126,0.000374016,0.000108268,0.013287402,0.000354331,0.00121063,0,0.000541339,0.001161417,0,0.000529778,0.0000986,0.0000862,0.657504374,0
AWGB16SAA2186033-15-18,14,Healthy,0.218971312,0.000592666,0.319657004,0.00028508,0.000172548,0.00006,0.001537931,0.001410395,0.002648242,0.000345097,0.000247569,0.0000375,0.441131017,0.003338435,0.000855239,0.000397611,0.000487637,0.000532649,0.000367603,0.0000675,0.005041412,0.0000525,0.000787721,0,0.000510143,0.00046513,0,0.00117373,0.000248973,0.0000711,0.99055681,0
AWGB16SAA2186035-16-12,15,Healthy,0.235396822,0.000486708,0.22123593,0.000679846,0.004303119,0.000965691,0.000509885,0.000463532,0.007022504,0.001035221,0.001491027,0.0000541,0.511005014,0.00146785,0.001885029,0.000285845,0.001738244,0.00117428,0.000424904,0.000417178,0.006543522,0.000478983,0.000193138,0.000463532,0.000200864,0.0000773,0.0000466,0.000395864,0.000512295,0.00021,0.657833458,0.0000466
AWGB16SAA2186037-16-14,16,Healthy,0.065450952,0.002815218,0.290576488,0.000988199,0.000746895,0.000413665,0.000884783,0.068461512,0.004768635,0.001735094,0.002895653,0.005435095,0.514794259,0.002723293,0.002125777,0.002367081,0.000574534,0.001585715,0.010617395,0.000758385,0.00117205,0.000229814,0.002401554,0.010456525,0.003090995,0.001930435,0,0.00057642,0.00157407,0.00026604,0.99383674,0
AWGB16SAA2186039-16-16,17,Healthy,0.019959578,0.000546481,0.698411735,0.000251555,0.000372995,0.000225532,0.000494435,0.000719967,0.001743535,0.000372995,0.001032242,0.001491981,0.260090386,0.001630769,0.000199509,0.0000954,0.000598527,0.000268903,0.000147463,0.000190835,0.00050311,0.0000607,0.004545336,0.0000867,0.002428806,0.003530442,0.000281627,0.00168976,0.012335248,0.004618677,0.966373775,0
AWGB16SAA2186041-16-18,18,Healthy,0.078437215,0.075212087,0.127410082,0.009719204,0.014425436,0.006897217,0.015529692,0.005021735,0.228379373,0.019236837,0.000727407,0.001761551,0.191807474,0.002594125,0.001174367,0.002313679,0.06700028,0.00111302,0.004110285,0.00020157,0.116367524,0.00077999,0.007212718,0.0000526,0.020796817,0.001717731,0.006374822,0.164274251,0.00537179,0,0.734419579,0.087330599
AWGB16SAA2186043-11-12,19,Healthy,0.027540236,0.010788054,0.460553436,0.001271762,0.002017278,0.000920931,0.000175416,0.000350831,0.002236548,0.002982064,0.003815287,0.000394685,0.453054423,0,0.000219269,0.000219269,0.000482393,0.009472438,0.000219269,0.000657808,0.020567469,0,0.00078937,0.000394685,0.000745516,0.000131562,0.007777727,0.000394963,0.000410154,0.005878868,0.980327819,0
AWGB16SAA2186045-11-14,20,Healthy,0.064679885,0.060559006,0.372193024,0.000537506,0.000537506,0.000656952,0.001313903,0.00226947,0.00268753,0.019051601,0.000238892,0.005195891,0.441113235,0.000716675,0.001552795,0.009973722,0.000358337,0.003881988,0.001075012,0,0.001731964,0.000238892,0.002388915,0.000238892,0.000656952,0.006151457,0,0.000104936,0.00065585,0.001337933,0.987906135,0
AWGB16SAA2186047-11-16,21,Healthy,0.18561641,0.00046236,0.357530158,0.001260981,0.000294229,0.000840654,0.000210164,0.001008785,0.002690093,0.000672523,0.001303014,0.000336262,0.441511496,0.000126098,0.000210164,0.000294229,0,0.000252196,0.000210164,0.003362616,0.000588458,0,0.000504392,0,0.000336262,0.000378294,0,0.00546929,0.0000808,0.000467,0.983825629,0
AWGB16SAA2186144-13-15,22,Healthy,0.043072166,0.025014493,0.711893157,0.001309772,0.017413523,0.001953922,0.0000429,0.014343074,0.00605501,0.002469242,0.032572521,0.0000644,0.118502136,0.00141713,0.00077298,0.001180942,0.001846563,0.00180362,0.014407489,0.001331243,0.00012883,0.000107358,0.00115947,0,0.00038649,0.000751508,0.002113855,0.000440386,0.000044,0.000102757,0.995214468,0
AWGB16SAA2186051-12-12,23,Healthy,0.104228629,0.03370742,0.457621181,0.005227955,0.008446683,0.002630501,0.001996008,0.000323856,0.008506166,0.001183064,0.001837385,0.0005684,0.35944006,0.0000463,0.001890259,0.000912083,0.002141413,0.00103766,0.000482479,0.000125577,0.003456663,0.000707195,0.000984785,0.0000132,0.001255767,0.001229329,0.0000456,0.001141005,0.000867164,0.00349,0.925104402,0
AWGB16SAA2186053-12-14,24,Healthy,0.51092933,0.003355102,0.050326533,0.00051617,0.000796697,0.000583496,0.001739267,0.001368971,0.004970937,0.001851478,0.001716825,0.000639601,0.398774658,0.001750488,0.000673265,0.000302969,0.000437622,0.001907583,0.003074575,0.000224422,0.000864023,0.000179537,0.006014498,0.000145874,0.001930025,0.004926053,0,0.00084409,0.000281363,0.004783174,0.986389055,0.000105511
AWGB16SAA2186055-12-16,25,Healthy,0.13227077,0.000664102,0.162155354,0.000515251,0.000389301,0,0.0001374,0.000961803,0.001648805,0.001351104,0.000538152,0.0001145,0.696161949,0.0001145,0.000229001,0.000251901,0.0000229,0.000343501,0.000561052,0.0001603,0,0.000561052,0.0001374,0.000515251,0.0001145,0.0000802,0,0.0000929,0.0000744,0.0000558,0.997063088,0
AWGB16SAA2186057-12-18,26,Healthy,0.208259719,0.006452469,0.047024811,0.000405025,0.001075411,0.001298874,0.000851949,0.004797453,0.014545988,0.002458083,0.001131277,0.000125697,0.693556609,0.0000279,0.000251395,0.00096368,0.001061445,0.009601888,0.000572622,0.000125697,0.00131284,0.001766747,0.000425975,0.000125697,0.000446924,0.00133379,0,0.002949545,0.000156613,0.003053953,0.984495315,0
AWGB16SAA2186059-13-12,27,Healthy,0.05203738,0.001138466,0.058915611,0.000426925,0.000711541,0.000142308,0.002039751,0.000711541,0.001185902,0.001280774,0.001565391,0.000379489,0.837151938,0.000142308,0.02964755,0.001138466,0.000379489,0.000664105,0.000664105,0.000284616,0.000189744,0,0.00327309,0.000521797,0.00327309,0.002134624,0,0.000371806,0.000902959,0.005152175,0.981622138,0.000159346
AWGB16SAA2212628-14-12,51,Healthy,0.234415906,0.000198118,0.275100828,0.008264346,0.000919833,0.015467346,0.001938725,0.0011038,0.104365669,0.000297177,0.008434161,0.000155664,0.300247647,0.000537749,0.001471733,0.001740607,0.017278709,0.018226845,0.004924644,0.0000425,0.003481214,0.000198118,0.000212269,0,0.0005519,0.000424538,0.0000499,0.000612485,0.026801367,0.000874,0.396604495,0.000151401
AWGB16SAA2212630-14-14,52,Healthy,0.288018014,0.000615393,0.255318256,0.006321767,0.007720388,0.003258787,0.00276927,0.001244773,0.029832585,0.00051749,0.008014098,0.000042,0.375026224,0.000531476,0.001384635,0.000377628,0.00295109,0.009944195,0.001062952,0.00029371,0.003440608,0.000195807,0.000223779,0.000223779,0.000503504,0.000167835,0.000307139,0.001184678,0.0001426,0.000011,0.989699882,0.0000219
AWGB16SAA2212632-14-16,53,Healthy,0.492778853,0.000284227,0.244399837,0.00630629,0.012843515,0.000284227,0.00397918,0.00165207,0.003730482,0.00033752,0.010587462,0.000159878,0.189703871,0.00067504,0.001847477,0.003002149,0.000106585,0.014619935,0.00685698,0.000195406,0.004334464,0.000230935,0.000408577,0.0000711,0.000177642,0.000426341,0.000288707,0.00073208,0.000463994,0.000680525,0.736286398,0.0000309
AWGB16SAA2212634-14-18,54,Healthy,0.640214445,0.000287744,0.07696385,0.007708501,0.011873211,0.002725992,0.00340749,0.001347852,0.00368009,0.000333177,0.008692887,0.0001363,0.205554967,0.000575487,0.001575018,0.002317093,0.000817798,0.020444943,0.005739728,0.000121155,0.003513501,0.00024231,0.000287744,0.000393754,0.000605776,0.000439188,0.0000474,0.0000147,0.010281668,0.00041,0.261068797,0.00000327
AWGB16SAA2212636-15-12,55,Healthy,0.469909018,0.000386608,0.183200598,0.011701333,0.024536715,0,0.005696023,0.002242326,0.00407227,0.000489703,0.013943658,0.000257739,0.243794943,0.000979407,0.002680481,0.003299054,0.000489703,0.022861414,0.000541251,0.000283512,0.006185726,0.000360834,0.000463929,0,0.000953633,0.00067012,0.000546214,0.002165347,0.00115095,0.0000975,0.717685615,0.0000585
AWGB16SAA2212638-15-14,56,Healthy,0.367419941,0.000468431,0.222646491,0.003520327,0.012051442,0.00049682,0.003051896,0.001462071,0.019347604,0.000383261,0.007736203,0.000127754,0.324409494,0.000539405,0.001391097,0.001206564,0.000113559,0.014123893,0.005039178,0.001376902,0.003137066,0.000184533,0.001547241,0.000255508,0.007920736,0.0000426,0.0000942,0.002673501,0.016333372,0.00163,0.696975013,0.00104926
AWGB16SAA2212640-15-16,57,Healthy,0.581089397,0.000948025,0.09427027,0.003592516,0.0122079,0.001679834,0.003559252,0.011392931,0.006902287,0.001114345,0.009530146,0.000149688,0.244340956,0.000632017,0.00172973,0.001829522,0.000199584,0.015434511,0.00239501,0.000864865,0.003925156,0.000349272,0.000282744,0.000515593,0.000598753,0.000465696,0.000116857,0.002691736,0.016098031,0.001047682,0.540067777,0.001337809
AWGB16SAA2212642-15-18,58,Healthy,0.200872635,0.000188738,0.269617639,0.005273559,0.010580425,0.000610623,0.002398082,0.002620126,0.001909583,0.000244249,0.025157652,0.000122125,0.452715605,0.000421885,0.00114353,0.002275957,0.00039968,0.014721556,0.004052314,0.0000222,0.002708944,0.000832667,0.000188738,0.00019984,0.00039968,0.000321965,0.000130873,0.001341447,0.0000561,0.000967525,0.879274403,0
AWGB16SAA2212644-16-12,59,Healthy,0.615041384,0.000234118,0.049825789,0.004888932,0.002713013,0.006458899,0.002410037,0.001528652,0.007629488,0.000275433,0.007546858,0.000151488,0.235274675,0.000509551,0.001225676,0.001101731,0.003318965,0.016663683,0.004833845,0.002533982,0.033905774,0.000977786,0.000275433,0,0.000330519,0.000344291,0.000219591,0.004501608,0.000313701,0.00087052,0.981193632,0.0000157
AWGB16SAA2212646-16-14,60,Healthy,0.646396104,0.000467982,0.109637834,0.003275876,0.007730373,0.001785265,0.001819931,0.0008753,0.002088587,0.00025999,0.004705821,0.003119881,0.200426384,0.000303322,0.000719306,0.001975925,0.0000953,0.008657671,0.002469906,0.000129995,0.002019257,0.000199326,0.000225325,0.000207992,0.000190659,0.000216658,0.0000674,0.000967933,0.012376059,0.0000843,0.484587714,0
AWGB16SAA2212648-16-16,61,Healthy,0.535234118,0.000257007,0.340663401,0.006409124,0.011709903,0.000144567,0.003228656,0.002425508,0.019323749,0.000337322,0.009011324,0.00016063,0.034840575,0.00059433,0.001349289,0.001285037,0.001011967,0.019902016,0.006489439,0.000192756,0.003855112,0.000289133,0.00027307,0,0.000562204,0.000449763,0.000276257,0.000572246,0.000246658,0.001302353,0.717221647,0.0000197
AWGB16SAA2212650-16-18,62,Healthy,0.228270284,0.000402572,0.312334549,0.005623803,0.011381796,0.000756347,0.002781404,0.00169568,0.000792944,0.00028058,0.035475095,0.018018128,0.324484891,0.000463567,0.001256511,0.006904713,0,0.040720725,0.003391361,0.000487966,0.002927793,0.000268381,0.000195186,0.000256182,0.000463567,0.000365974,0.000496357,0.001364982,0.000762263,0.001063622,0.828880892,0.002091791
AWGB16SAA2212652-11-12,63,Healthy,0.348050547,0.000269687,0.167572045,0.008129142,0.018107567,0.000674218,0.004276468,0.010479273,0.004584682,0.000462321,0.010614116,0.000211897,0.38569117,0.000732008,0.001964864,0.002562028,0.000366004,0.021247496,0.007570504,0.0000771,0.004314995,0.000250424,0.000288951,0.00017337,0.000770535,0.000558638,0.000157538,0.001400962,0.030658002,0.001777928,0.681160154,0
AWGB16SAA2212654-11-14,64,Healthy,0.82027789,0.0000729,0.080019998,0.001656089,0.00276,0.000374964,0.000774,0.000486,0.001038094,0.000124988,0.00193,0.0000278,0.082686405,0.000132,0.000322885,0.000329829,0.0000312,0.004350272,0.0010867,0.0000243,0.000802005,0.000392,0.000066,0,0.000135404,0.000101,0.0000884,0.000944093,0.016838961,0.00059,0.521272095,0.00000947
AWGB16SAA2212656-11-16,65,Healthy,0.218813463,0.000148317,0.261209355,0.005647461,0.010918426,0,0.002578437,0.115778665,0.001996577,0.00022818,0.050347975,0.000125499,0.302635482,0.000433542,0.001186537,0.003548203,0.0000228,0.016041072,0.004643468,0.0000114,0.002521392,0.000159726,0.000182544,0.0000342,0.000456361,0.000330861,0.000274311,0.001018869,0.000372279,0.001332367,0.886278582,0.0000294
AWGB16SAA2213100-12-14,66,Healthy,0.370643056,0.000906889,0.314046037,0.006276625,0.011682159,0,0.002732599,0.000906889,0.003472429,0.001670585,0.007183514,0.0000358,0.245683329,0.000453444,0.001252938,0.008173932,0,0.016849039,0.003448564,0.000286386,0.002971254,0.000155126,0.000322184,0,0.000489243,0.000357982,0.000187438,0.000247685,0.021381282,0.001599914,0.584042361,0.0000134
AWGB16SAA2212660-12-12,67,Healthy,0.528056279,0.000480068,0.24045865,0.006370132,0.011983235,0.003932864,0.003582045,0.002031057,0.004449861,0.000424675,0.007976514,0.000203106,0.151664543,0.000609317,0.001329419,0.002418804,0.0000923,0.020772171,0.007256412,0.000184642,0.0039144,0.000258498,0.000313891,0,0.000683174,0.000553925,0.0000889,0.001425791,0.064960799,0.00351,0.70576953,0.00095582
AWGB16SAA2212662-12-14,68,Healthy,0.833081967,0.000128093,0.022490713,0.001913136,0.003900649,0.001041275,0.000305771,0.000334696,0.00242551,0.000095,0.002276756,0.000776824,0.105933201,0.0000496,0.016999227,0.000801616,0.0000124,0.005231167,0.001351178,0.0000992,0.000148754,0.000107433,0.0000661,0.000148754,0.000165282,0.000115697,0.0000885,0.000176943,0.0345099,0.000946,0.647811099,0.001119619
AWGB16SAA2212664-12-16,69,Healthy,0.233014354,0.000615174,0.382934609,0.001378446,0.010993393,0.00452267,0.000888585,0.001948052,0.001629073,0.000364548,0.006106175,0.0000911,0.333014354,0.000136705,0.0000456,0.001742994,0.000672135,0.014980633,0.002187286,0.000102529,0.001355662,0.000410116,0.000193666,0.000113921,0.000398724,0.00015949,0.000117635,0.000911669,0.020434828,0.000785632,0.87291671,0.000365508
AWGB16SAA2212666-12-18,70,Healthy,0.400941834,0.000547243,0.069226227,0.005875661,0.011535304,0.008453463,0.000100808,0.001339305,0.007387779,0.000820864,0.006840536,0.000144011,0.293581417,0.084736243,0.081495989,0.001987356,0.001843345,0.017151745,0.004061118,0.000144011,0.000187215,0.000518441,0.000244819,0,0.000417633,0.000417633,0.0002341,0.001095254,0.000526725,0.002775757,0.99111256,0.0000167
AWGB16SAA2212668-13-12,71,Healthy,0.316490831,0.000283226,0.311052892,0.003186292,0.017290944,0.000311549,0.003172131,0.001175388,0.012504425,0.000283226,0.008270198,0.00011329,0.295333853,0.000538129,0.001444452,0.002025065,0.000495645,0.015379169,0.005522906,0.0000991,0.00338455,0.000240742,0.000226581,0.000269065,0.000495645,0.000410678,0.000315911,0.0010022,0.000196083,0.000261444,0.624468943,0.001056668
AWGB16SAA2212670-13-14,72,Healthy,0.329683555,0.000895321,0.267642224,0.005841602,0.013532554,0,0.003346445,0.001188869,0.002627253,0.000469677,0.008234016,0.005577409,0.333705161,0.000557741,0.001526449,0.002583221,0.000132097,0.010890624,0.003419832,0.000132097,0.003595961,0.002906123,0.000249516,0.000454999,0.000381612,0.000425644,0.000430398,0.001890679,0.0000154,0.000845425,0.7889818,0.00146028
AWGB16SAA2212756-12-13,73,Healthy,0.293500608,0.000461545,0.085231961,0.004014042,0.013650541,0,0.003202842,0.001664359,0.001566455,0.000391614,0.008391726,0.004237822,0.563644247,0.000531476,0.001314704,0.0004056,0,0.010126016,0.00439167,0.000153848,0.001552469,0.000265738,0.000391614,0.000014,0.00051749,0.000377628,0.000109257,0.000479949,0.017703501,0.000323868,0.46484468,0.000358987
AWGB16SAA2212674-13-18,74,Healthy,0.363005755,0.000267654,0.18196012,0.010594638,0.020676272,0.000200741,0.005063122,0.001895883,0.001159834,0.000423786,0.013248874,0.00024535,0.34623277,0.000847571,0.002319668,0.004393987,0.0000892,0.030356426,0.009077932,0.0000446,0.005553821,0.000535308,0.000334568,0.000223045,0.00089218,0.000356872,0.000167156,0.000680565,0.000167156,0.002346157,0.763396375,0.0000179
AWGB16SAA2186060-13-13,28,Type3,0.301352285,0.0007074,0.454216431,0.00014806,0.000246767,0.0000658,0,0.000213865,0.000246767,0.000329023,0.00027967,0.0000494,0.241141052,0,0.0000987,0.000246767,0,0,0.000180963,0.0000494,0.000213865,0.0000658,0.0000494,0.0000494,0.0000494,0,0,0.0000173,0.0000259,0.0000432,0.999290835,0
AWGB16SAA2186062-13-15,29,Type3,0.007561805,0.000498342,0.228955864,0.000216671,0.000671679,0.000281672,0.000130002,0.0000867,0.001755032,0.000606678,0.000151669,0.000151669,0.755508851,0.000260005,0.000455008,0.000346673,0,0.000173337,0.000411674,0.000238338,0.000541677,0,0.000130002,0,0.000866683,0,0,0.004592225,0.00174361,0,0.984494066,0
AWGB16SAA2186064-13-17,30,Type3,0.280960603,0.00022423,0.51034823,0,0.0000448,0,0,0.0000673,0.000762,0.000112115,0.000112115,0,0.205686481,0.000224,0.0000897,0.0000448,0.00022423,0.0000448,0,0,0.00022423,0.0000448,0.000403615,0.0000448,0.000336345,0,0.0000465,0,0.0000232,0.006276078,0.992829,0
AWGB16SAA2186066-14-12,31,Type3,0.04991421,0.009795664,0.21491187,0,0.000655124,0.000467946,0.000311964,0.004429886,0.005989705,0.004367493,0.00215255,0.000436749,0.695585712,0.000280767,0.000467946,0.000935891,0.001372641,0.002183747,0.001778194,0.001591015,0.000218375,0.001403837,0.0000936,0.000249571,0.000405553,0,0,0.021808159,0.017629426,0.122097749,0.760783417,0.0000635
AWGB16SAA2186068-14-14,32,Type3,0.076461409,0.010262874,0.098847677,0.011943344,0.024726924,0.032349058,0.020165646,0.007862201,0.142960029,0.006901933,0.00450126,0.004381227,0.257292042,0.096386988,0.023586604,0.000840235,0.033849478,0.015124235,0.025807226,0.001260353,0.079462249,0.012003361,0.003060857,0.001440403,0.003781059,0.004741328,0.000655129,0.012092592,0.029371622,0.008898837,0.945569689,0
AWGB16SAA2186070-14-16,33,Type3,0.069861751,0.009032258,0.094331797,0.001152074,0.001658986,0.000460829,0.002903226,0.005023041,0.004423963,0.003364055,0.002718894,0.006267281,0.749493088,0.025898618,0.0000922,0.001935484,0.00124424,0.002442396,0.007050691,0.00202765,0.003225806,0.003179724,0.000645161,0.000414747,0.001152074,0,0.000160958,0.000273629,0.035088849,0.0000483,0.932462014,0
AWGB16SAA2186072-14-18,34,Type3,0.171513243,0.005556585,0.202028153,0.001852195,0.002037414,0.000463049,0.003380256,0.015604742,0.010325986,0.003796999,0.001852195,0.000509354,0.503148731,0.060613076,0.004537877,0.000926097,0.001157622,0.002824597,0.002083719,0.0018985,0.002176329,0.0000926,0.000370439,0.000324134,0.000833488,0.0000926,0.004783043,0.025425649,0.01809165,0.003818043,0.940656703,0.005890695
AWGB16SAA2186074-15-12,35,Type3,0.100248186,0.018073648,0.081010794,0.000949995,0.009309948,0.000486872,0.001686241,0.000985619,0.011008063,0.003657479,0.00086687,0.000569997,0.704979159,0.023357994,0.000178124,0.001282493,0.002933109,0.001448742,0.000261249,0.000427498,0.000593747,0.0000831,0.014523043,0.008799326,0.012231181,0.0000475,0.000388321,0.00012135,0.002645438,0.0000728,0.994102371,0
AWGB16SAA2186076-15-14,36,Type3,0.244269332,0.000944648,0.575326741,0.000203279,0.000298939,0.000239151,0.0003946,0.000454388,0.00167406,0.000334812,0.000609836,0.000107618,0.16332851,0.004675412,0.003073097,0.000322855,0.00044243,0.000502218,0.00034677,0.000143491,0.000801157,0.000215236,0.000263067,0.000382642,0.000502218,0.000143491,0.0000276,0.0000551,0.0000459,0.000128597,0.384753874,0
AWGB16SAA2186078-15-16,37,Type3,0.233278097,0.000417019,0.207598521,0.000823063,0.000899883,0.000142664,0.00346784,0.000109742,0.007451467,0.000658451,0.000175587,0.000482864,0.530689288,0.00160223,0.000406045,0.000142664,0.000142664,0.004433568,0.000120716,0.000109742,0.000274354,0.003160563,0.000351174,0.000614554,0.001700998,0.000746244,0.0000238,0.000309719,0.000142947,0.0000834,0.205939462,0.000441
AWGB16SAA2186080-15-18,38,Type3,0.421648288,0.000252987,0.429557867,0.000104171,0.000178579,0.000037204,0.000230665,0.000282751,0.000483653,0.00018602,0.000654791,0.0000521,0.142803994,0.000684554,0.000625028,0.0000818,0.0000744,0.000208343,0.000282751,0.000885456,0.000156257,0.000037204,0.000133935,0.000119053,0.000215783,0.0000223,0,0.000204233,0.000204233,0.0000383,0.979142733,0
AWGB16SAA2186082-16-12,39,Type3,0.131883597,0.001038717,0.157122753,0.000175912,0.000385331,0.0000586,0.000653387,0.000762285,0.002018797,0.000368577,0.009088777,0.001733988,0.6824373,0.000217796,0.000577996,0.001348657,0.00030994,0.002596793,0.000812545,0.001759118,0.000201042,0.0000586,0.001365411,0.000686894,0.002236593,0.000100521,0.0000488,0.02503962,0.001499451,0.003267097,0.953809582,0.0145
AWGB16SAA2212675-14-11,75,Type3,0.061084744,0.00462799,0.478926117,0.000661141,0.000708366,0.000306959,0.001156997,0.002337607,0.00462799,0.001133385,0.00118061,0.0000708,0.394559751,0.018748082,0.00958655,0.000613917,0.000826427,0.008169819,0.000566693,0.001652854,0.001133385,0.000236122,0.000330571,0.000448632,0.000708366,0.00559609,0.000838258,0.008479567,0.015206412,0.039217996,0.66865955,0.001440972
AWGB16SAA2212677-14-13,76,Type3,0.119775116,0.004599898,0.463456368,0.000799982,0.000799982,0.000244439,0.001177752,0.00166663,0.00488878,0.001866625,0.00128886,0.0000889,0.348258928,0.018155152,0.00424435,0.00064443,0.000711095,0.001266639,0.001311082,0.001266639,0.001266639,0.000266661,0.000244439,0.000422213,0.021177307,0.000111109,0.00275712,0.008869944,0.008144386,0.098612371,0.584908398,0.002149465
AWGB16SAA2212679-14-15,77,Type3,0.338343496,0.003836388,0.343273347,0.000667198,0.000648665,0.000222399,0.000982264,0.001149063,0.003669589,0.001797728,0.000889597,0.000259466,0.279722742,0.015049021,0.003206257,0.000537465,0.000611598,0.000852531,0.000982264,0.000759864,0.001056397,0.000185333,0.000277999,0.000352132,0.000574532,0.0000927,0.001042738,0.006473375,0.011428132,0.055272127,0.704751107,0.001574605
AWGB16SAA2212681-14-17,78,Type3,0.31193634,0.003371267,0.346265081,0.0003936,0.000359374,0.000342261,0.000906991,0.001831094,0.002361598,0.001488834,0.001026782,0.000154017,0.306271926,0.014049799,0.004021562,0.000479165,0.000667408,0.00073586,0.000479165,0.00056473,0.001009669,0.000136904,0.000239582,0.000325148,0.000513391,0.0000685,0.000333004,0.01709062,0.011193228,0.038284708,0.382621493,0.00286813
