SampleID,num,AGA_severity,g__Corynebacterium;,g__Acinetobacter;,g__Staphylococcus;,g__Rothia;,g__Neisseria;,g__Haemophilus;,g__Prevotella;,g__Moraxella;,g__Streptococcus;,g__Pseudomonas;,g__Micrococcus;,g__Rhizobium;,g__Propionibacterium;,g__Bacteroides;,g__Streptophyta_Group;,g__Brevundimonas;,g__Veillonella;,g__Paracoccus;,g__Enhydrobacter;,g__Kocuria;,g__Lactobacillus;,g__Bartonella;,g__Finegoldia;,g__Macrococcus;,g__Anaerococcus;,g__Peptoniphilus;,g__Penicillium;,g__Aspergillus;,g__Cladosporium;,g__Alternaria;,g__Malassezia;,g__Uncultured_Aspergillus;
AWGB16SAA2212683-15-11,79,Type3,0.042491142,0.005587354,0.465549196,0.008149359,0.000872172,0.000327065,0.000327065,0.002153175,0.005396566,0.002616517,0.001608068,0.000381575,0.446415917,0.00749523,0.002562006,0.000763151,0.000926683,0.001935132,0.001499046,0.001144726,0.000163532,0.000926683,0.0000818,0.000218043,0.000327065,0.0000818,0.000883587,0.008614977,0.006240336,0.07100913,0.715098299,0.001840807
AWGB16SAA2212685-15-13,80,Type3,0.185393635,0.002434394,0.492462312,0.000781686,0.00080402,0.000245673,0.001094361,0.00734785,0.004868788,0.001451703,0.000893356,0.000223339,0.280156337,0.013668342,0.000893356,0.000424344,0.000714685,0.001295366,0.001049693,0.000603015,0.00120603,0.000469012,0.000335008,0.000424344,0.000647683,0.000111669,0.004091027,0.016053854,0.013182199,0.040628878,0.725634217,0.001724436
AWGB16SAA2186061-13-14,28,Type3,0.619276582,0.000327833,0.256125014,0.000371544,0.000218555,0.000240411,0.000174844,0.000262266,0.000677522,0.000524533,0.000874221,0.000109278,0.117604633,0.000240411,0.000131133,0.000371544,0.000305977,0.000721233,0.000305977,0.00102721,0,0,0,0,0.000109278,0,0.0000166,0.000083,0,0.0000249,0.999153323,0
AWGB16SAA2186063-13-16,29,Type3,0.023850709,0.000345957,0.02952848,0.000142453,0.002381001,0.000366308,0.000203504,0.000407009,0.002055394,0.000630863,0.000427359,0.000223855,0.935753678,0.0000611,0.000284906,0.000162803,0.000223855,0.000976821,0.000122103,0.000203504,0.000264556,0.000122103,0.000386658,0,0.000712265,0.000162803,0.0000316,0.000316366,0,0.003622386,0.991663767,0
AWGB16SAA2186065-14-11,30,Type3,0.120668637,0.000314001,0.251810122,0.00029553,0.000166236,0,0.000332471,0,0.003768009,0.000720355,0.000314001,0,0.616050979,0.0000739,0,0.000498707,0.000794237,0.000203177,0.0000554,0.0000554,0.000129294,0,0.001680827,0.000258589,0.001810122,0,0,0.0000656,0.0000984,0,0.978932861,0
AWGB16SAA2186067-14-13,31,Type3,0.093798293,0.018779816,0.211516495,0.000638312,0.002989989,0.000100786,0.001612578,0.003796278,0.006080763,0.010179399,0.001881341,0.000167977,0.593932675,0.043438823,0.000739098,0.00043674,0.000571121,0.001545387,0.0021837,0.002049318,0.000537526,0.000604717,0.000470335,0.000537526,0.00131022,0.000100786,0.000108816,0.000217631,0.000248721,0.000248721,0.975998383,0
AWGB16SAA2186069-14-15,32,Type3,0.055660241,0.006903174,0.072202493,0.008896217,0.008624438,0.012791709,0.015400783,0.013081606,0.113784606,0.004239745,0.004855776,0.004131033,0.571677055,0.016977098,0.007428613,0.000308016,0.010182635,0.005127555,0.028228729,0.000144949,0.031852442,0.002699667,0.001050877,0.000616031,0.001848094,0.001286418,0.00503876,0.096124031,0.026666667,0.004108527,0.631705426,0.016821705
AWGB16SAA2186071-14-17,33,Type3,0.093658044,0.013307567,0.134942246,0.001207783,0.002481444,0.001185823,0.005116606,0.004875049,0.010606526,0.005138566,0.001800694,0.000417234,0.594799947,0.061025956,0.009223066,0.000483113,0.0013615,0.007356493,0.004984848,0.001119944,0.014449471,0.027976635,0.000900347,0.000922307,0.000614871,0.0000439,0.00059307,0.01965602,0.019232399,0.000423621,0.813945607,0
AWGB16SAA2186073-15-11,34,Type3,0.339622642,0.000599395,0.105050558,0.002110914,0.001876368,0.001068487,0.00310122,0.010789117,0.005238195,0.002632128,0.002084854,0.000130303,0.438601063,0.070937142,0.002684249,0.000651517,0.000521213,0.004013343,0.000729699,0.003283644,0.001094548,0.002475764,0.000156364,0.000260607,0.000182425,0.000104243,0.002028193,0.001277425,0.017088366,0.002767755,0.947379037,0
AWGB16SAA2186075-15-13,35,Type3,0.484553728,0.00622084,0.105137714,0.001279137,0.006911022,0.001159506,0.002438643,0.000828218,0.004996917,0.003487719,0.001030672,0.000358895,0.32689777,0.022582753,0.001444781,0.000552146,0.000524538,0.000800611,0.000450919,0.000294478,0.001398769,0.000248465,0.00929445,0.005769921,0.011282174,0.0000552,0.025818682,0.002166603,0.004084949,0.005416507,0.951635108,0
AWGB16SAA2186077-15-15,36,Type3,0.060140357,0.001976548,0.233277072,0.000266501,0.000222084,0.000266501,0.000821711,0.000599627,0.003331261,0.000843919,0.001265879,0.000310918,0.676445767,0.003420094,0.009660656,0.000266501,0.000288709,0.000799503,0.001221462,0.0000444,0.000621835,0.000888336,0.000621835,0.000510793,0.001887714,0,0,0.007589511,0.001965629,0.001119316,0.87507337,0
AWGB16SAA2186079-15-17,37,Type3,0.089136828,0.000333505,0.330806779,0.000576054,0.000485098,0.000485098,0.00157657,0.000424461,0.004911621,0.000333505,0.000303186,0.000333505,0.545856957,0.00291059,0.000242549,0.000272868,0.000121275,0.01615984,0.000212231,0.000576054,0.000636692,0.001758482,0.000363824,0.000545736,0.000636692,0,0,0.000496827,0.000071,0.0000568,0.017999347,0.000071
AWGB16SAA2186081-16-11,38,Type3,0.14371141,0.000229995,0.564,0.0000885,0.000106151,0.0000531,0.000159227,0.000531,0.001026131,0.000406914,0.000406914,0.0000708,0.287,0.00083152,0.0000708,0.000141535,0.000212303,0.0000354,0.000106151,0.000123843,0.000495374,0.0000531,0.000159,0.0000531,0.000566141,0.0000708,0,0.00078959,0.000189502,0.0000948,0.894226518,0
AWGB16SAA2186083-16-13,39,Type3,0.153664633,0.000209335,0.300154781,0.000304487,0.00067241,0.000133213,0.000222022,0.000469418,0.004053488,0.000253739,0.012490326,0.0000507,0.515230713,0.001560498,0.0000444,0.000488449,0.000983241,0.00150975,0.000101496,0.001401911,0.000405983,0.0000634,0.001319445,0.001566841,0.002531051,0.000114183,0.000167757,0.00805234,0.002180842,0.000335514,0.971732931,0
AWGB16SAA2212676-14-12,75,Type3,0.005329492,0.0028568,0.210634978,0.001104309,0.001632457,0.000936262,0.001872524,0.001944544,0.004609291,0.006505822,0.001368383,0.000648181,0.708294322,0.032769175,0.008162285,0.000360101,0.000456128,0.001104309,0.000936262,0.005113432,0.000840235,0.000696195,0.000384108,0.000360101,0.001056296,0.000024,0.00101584,0.002149801,0.023919489,0.062946645,0.847316883,0
AWGB16SAA2212678-14-14,76,Type3,0.013037457,0.020839666,0.256560948,0.001587462,0.000540413,0.000168879,0.003411355,0.001317256,0.004829939,0.005978316,0.001891445,0.001452359,0.609619347,0.045935083,0.020400581,0.000878171,0.000472861,0.002837167,0.000878171,0.002668288,0.001182153,0.000911946,0.000540413,0.000540413,0.001452359,0.0000676,0.002497197,0.000331261,0.003516461,0.001350525,0.902214351,0
AWGB16SAA2212680-14-16,77,Type3,0.011138397,0.033283634,0.131424312,0.002061042,0.000263112,0.000394668,0.004385196,0.003332749,0.006490089,0.011357657,0.002674969,0.00201719,0.702815296,0.059682512,0.011182249,0.001052447,0.000613927,0.003771268,0.001227855,0.003288897,0.001534818,0.002631117,0.000701631,0.000657779,0.001929486,0.0000877,0.002278769,0.00067651,0.014420338,0.080599601,0.837067983,0
AWGB16SAA2212682-14-18,78,Type3,0.025367946,0,0.239183492,0.001134038,0.000912161,0.000172571,0.001060079,0.001528487,0.004141705,0.000640978,0.001380568,0.000320489,0.676330646,0.033552745,0.005349703,0.000419101,0.000345142,0.002095506,0.00123265,0.001331262,0.000862855,0.00073959,0.000394448,0.000369795,0.001084732,0.000049306,0.002723189,0.006864443,0.029553497,0.002083176,0.872499561,0
AWGB16SAA2212684-15-12,79,Type3,0.162846986,0.013236518,0.190025969,0.000529461,0.001260621,0.000176487,0.00209263,0.001890931,0.004134836,0.005546731,0.001411895,0.000151274,0.569926632,0.03623024,0.001941356,0.000252124,0.000378186,0.001764869,0.001689232,0.000655523,0.000504248,0.001437108,0.000378186,0.000428611,0.001058921,0.0000504,0.000233947,0.002724796,0.005078028,0.00034404,0.981215424,0
AWGB16SAA2212686-15-14,80,Type3,0.335602492,0.004376235,0.109132351,0.001337183,0.002492022,0.001246011,0.00234007,0.012612065,0.006017323,0.005926151,0.002431241,0.0000912,0.453639265,0.041604619,0.008053487,0.000668591,0.00060781,0.002431241,0.000911716,0.003282176,0.000881325,0.001975384,0.000486248,0.000455858,0.001337183,0.000060781,0.002313857,0.001874354,0.018291107,0.001977766,0.912745605,0
AWGB16SAA2186084-16-14,40,Type5,0.402122435,0.002543413,0.209553879,0.002558031,0.002207215,0.000716249,0.001754078,0.00359586,0.004823715,0.002470327,0.00359586,0.001052447,0.325615389,0.003800503,0.00425364,0.000891656,0.000482372,0.011956967,0.003698182,0.001154768,0.000950126,0.000833187,0.006183126,0.001622522,0.001242472,0.000321581,0.00030936,0.000321734,0.00011137,0,0.986412909,0
AWGB16SAA2186086-16-16,41,Type5,0.085806303,0.009072349,0.094073499,0.002832413,0.002731769,0.00076202,0.007778353,0.008252818,0.008626639,0.165085116,0.007188866,0.012379227,0.322995744,0.011717851,0.044240281,0.002056016,0.000589487,0.013126869,0.022889349,0.004140787,0.000373821,0.05147228,0.011401541,0.013888889,0.095281228,0.001236485,0.000229896,0.007635844,0.001215167,0.001346536,0.873228566,0.001362957
AWGB16SAA2186088-16-18,42,Type5,0.153673654,0.001569746,0.312307706,0.004458079,0.002018245,0.001345497,0.00391091,0.0200479,0.01980571,0.002933183,0.102742122,0.000430559,0.185543984,0.007220832,0.013284537,0.003175372,0.003067732,0.03587094,0.07580528,0.013463936,0.005301257,0.000287039,0.015275872,0.009409506,0.001094337,0.005956065,0.0000355,0.000449268,0,0.998427561,0.000390154,0
AWGB16SAA2186090-11-12,43,Type5,0.050374436,0.009860924,0.154658356,0.003255965,0.003255965,0.000558165,0.000744221,0.023629006,0.01116331,0.000883762,0.041211219,0.033815526,0.519791618,0.000093,0.001395414,0.072049863,0.002232662,0.032652682,0.035117912,0.000325597,0.000837248,0.000651193,0.000651193,0.000558165,0,0.000232569,0,0.000089,0,0.998855501,0.000330633,0
AWGB16SAA2186092-11-14,44,Type5,0.124705446,0.023220101,0.358521539,0.002488814,0.003441976,0.000211814,0.001085546,0.00616908,0.013714951,0.012629405,0.005613069,0.011755673,0.402737695,0.000423628,0.000529535,0.000953163,0.00105907,0.012126347,0.006433848,0.005189441,0.000847256,0.000503058,0.000582488,0.003256639,0.000423628,0.00137679,0,0.000173147,0,0.997575944,0.000404009,0
AWGB16SAA2212687-15-15,81,Type5,0.221069668,0.001460836,0.210686173,0.003541739,0.002017845,0.001313701,0.004624229,0.013651985,0.013809629,0.029111623,0.120103835,0.000115606,0.21425944,0.008344631,0.017666656,0.003215941,0.001828672,0.033798909,0.048522874,0.006946853,0.006022007,0.0000841,0.009563746,0.005528055,0.015869513,0.006841757,0.0000732,0.0000458,0.00016481,0.5531648,0.429585138,0.000183122
AWGB16SAA2212689-15-17,82,Type5,0.381218572,0.006190818,0.096427872,0.003826814,0.002390126,0.001645661,0.004231699,0.002311761,0.021249918,0.001815451,0.023666166,0.026957487,0.302266048,0.004976164,0.012838764,0.004780252,0.003056227,0.012747339,0.058747469,0.00343499,0.004192516,0.00016979,0.014105662,0.006295305,0.000417946,0.0000392,0.0000542,0.001386257,0.000249093,0.437223155,0.536308009,0.00336817
AWGB16SAA2212691-16-11,83,Type5,0.286974392,0.004710624,0.14197259,0.006618893,0.001107597,0.002415362,0.0030559,0.015853317,0.015226123,0.002148471,0.016787435,0.010115163,0.295301386,0.008527163,0.055446575,0.008353684,0.000467059,0.01066229,0.055806878,0.004203531,0.00860723,0.025901757,0.012637282,0.006365347,0.000667227,0.0000667,0.000206249,0.0000469,0.0001125,0.328864597,0.663785426,0.000187499
AWGB16SAA2212693-16-13,84,Type5,0.061544247,0.008418986,0.196122671,0.006580597,0.003676778,0.001629481,0.004282611,0.009944013,0.027450489,0.082748391,0.004199047,0.013432773,0.353701847,0.009150163,0.021329489,0.010194702,0.00399014,0.043640846,0.01867636,0.016336592,0.002297986,0.022917189,0.012638924,0.013558118,0.049302248,0.002235314,0.000193418,0.00303943,0.000234865,0.282929458,0.685267055,0.000276312
AWGB16SAA2212695-16-15,85,Type5,0.237166642,0.000882776,0.341298917,0.003001439,0.001686102,0.001147609,0.004184359,0.011502573,0.015978248,0.040572392,0.00236584,0.0000883,0.201219997,0.007071037,0.012985637,0.002701295,0.001385959,0.029634796,0.04014866,0.002215768,0.005305485,0.0000441,0.009533982,0.004113737,0.018017461,0.005746873,0.00000979,0.001389636,0.0000685,0.495738122,0.494162548,0.000822038
AWGB16SAA2186085-16-15,40,Type5,0.220682744,0.002004226,0.099230987,0.000762477,0.000697122,0.0000871,0.000435701,0.002004226,0.00623053,0.00159031,0.002396358,0.000435701,0.638346078,0.002374572,0.004945211,0.000479272,0.000697122,0.003420256,0.001111038,0.000653552,0.000653552,0,0.008234756,0.002243862,0.0000436,0.000239636,0,0.000715683,0.000286273,0.0000716,0.834772651,0
AWGB16SAA2186087-16-17,41,Type5,0.075937587,0.004156714,0.209883054,0.054719732,0.015913391,0.000527344,0.005211403,0.002295499,0.013710953,0.03263331,0.003443248,0.003753451,0.223594007,0.004653038,0.274188045,0.001675094,0.000837547,0.00725874,0.0049012,0.001426932,0.000558365,0.013804014,0.006359153,0.007413841,0.030492912,0.000651425,0.002044072,0.374264633,0.022385083,0.036195034,0.288912155,0.007677735
AWGB16SAA2186089-11-11,42,Type5,0.097048504,0.001547988,0.18119711,0.008937049,0.027327141,0.003880289,0.004066047,0.009638803,0.022332301,0.004767802,0.09504644,0.003426213,0.394592363,0.012074303,0.031083591,0.00130031,0.007100103,0.022043344,0.017172343,0.01496388,0.017172343,0.000288958,0.012012384,0.008008256,0.000227038,0.002745098,0,0.000305351,0,0.998943017,0.000211397,0
AWGB16SAA2186091-11-13,43,Type5,0.283623564,0.007734346,0.072248981,0.001157836,0.002593553,0.000926269,0.000463134,0.007178585,0.015885513,0.00134309,0.035198222,0.009633197,0.490227862,0.000648388,0.000416821,0.024962949,0.001435717,0.012180437,0.012782512,0.001018896,0.001528344,0.010559466,0.000926269,0.002176732,0.00013894,0.003010374,0,0.00030135,0,0.99807136,0.00016072,0
AWGB16SAA2186093-11-15,44,Type5,0.028414406,0.005093026,0.22700343,0.000818522,0.000363788,0.000415757,0.000493712,0.001818938,0.005028064,0.00220871,0.002052801,0.002351627,0.704188754,0.000233863,0.000506704,0.000207879,0.000441742,0.005054048,0.002871323,0.000792537,0.001013408,0.006275335,0.000311818,0.001663029,0.000065,0.000311818,0,0.0000769,0,0.997327283,0.000346107,0
AWGB16SAA2212688-15-16,81,Type5,0.089090231,0.002176978,0.120915575,0.004208824,0.018182949,0.003877094,0.003089235,0.006137004,0.021914911,0.006385802,0.095413833,0.002529441,0.510034832,0.012045945,0.037526953,0.002280644,0.004768618,0.014202189,0.009868967,0.005701609,0.006883397,0.001575717,0.011050755,0.00789932,0.000974457,0.001264721,0.003117466,0,0.000976806,0.8612208,0.122963255,0.00107033
AWGB16SAA2212690-15-18,82,Type5,0.006189138,0.00089144,0.049521594,0.629483729,0.000781071,0.003523309,0.003192203,0.002113985,0.024162259,0.00088295,0.001502713,0.000764091,0.235908886,0.000755601,0.018448555,0.000959359,0.004100622,0.003497839,0.003939314,0.000356576,0.002156435,0.001519692,0.002207374,0.00175741,0.000432985,0.000950869,0.016704632,0.016343964,0.061009871,0.540394837,0.257156416,0.000740319
AWGB16SAA2212692-16-12,83,Type5,0.008472536,0.002527319,0.140374525,0.082583161,0.040220479,0.002936504,0.004982429,0.006282193,0.045395465,0.002118134,0.006137775,0.002840225,0.53189236,0.004452896,0.05076301,0.00406778,0.008279979,0.018220767,0.010205555,0.00493429,0.004838011,0.005174987,0.005776729,0.002671737,0.002382901,0.001468252,0.00023596,0.019419538,0.000165172,0.571991505,0.26809816,0.001179802
AWGB16SAA2212694-16-14,84,Type5,0.167690832,0.00372962,0.207011686,0.026320463,0.027812311,0.000248641,0.00177601,0.003445459,0.016801051,0.017546975,0.008702447,0.003942741,0.334067417,0.004262423,0.076261855,0.004653145,0.006251554,0.023230206,0.006287074,0.011437502,0.013959436,0.004475544,0.010869179,0.00372962,0.01282279,0.002664014,0.000356189,0.123918077,0.005877115,0.329937667,0.479821906,0.001780944
AWGB16SAA2212696-16-16,85,Type5,0.357570672,0.001727713,0.096093724,0.000312634,0.014364695,0.003225063,0.0000494,0.004870504,0.018445388,0.012340804,0.005726133,0.001875802,0.403494916,0.000641722,0.037664133,0.001809985,0.003800968,0.009592918,0.007684207,0.002895975,0.001974529,0.001316352,0.003669332,0.00302761,0.005199592,0.000625267,0.00024392,0.021489377,0.149596312,0.292801912,0.337853989,0.000487841
AWGB16SAA2186094-11-16,45,Type7,0.02957582,0.000622649,0.078401868,0.00020755,0.000103775,0.0000519,0.000441043,0.000518874,0.000778311,0.000648593,0.000285381,0.000285381,0.87925801,0.000259437,0.000882086,0.000259437,0.000181606,0.001297185,0.000389156,0.000337268,0.00119341,0.000233493,0.002334933,0.000129719,0.001037748,0.000285381,0,0.000126068,0.000063,0.001623121,0.000362444,0
AWGB16SAA2186096-11-18,46,Type7,0.036242268,0.003494915,0.052947961,0.00083878,0.001747457,0.0000699,0.001118373,0.149512459,0.002970678,0.00164261,0.001572712,0.000139797,0.693565862,0.0000699,0.000978576,0.009296474,0.000733932,0.000768881,0.035053996,0.000244644,0.00122322,0.000104847,0.002830881,0.0000699,0.002656135,0.000104847,0,0.0000445,0.0000297,0.00152937,0.000356358,0
AWGB16SAA2186098-12-12,47,Type7,0.082386178,0.003596653,0.110822558,0.00994241,0.010518309,0.003694447,0.00297729,0.013093556,0.022503531,0.003259807,0.077594263,0.0000978,0.57618168,0.000456373,0.020036944,0.001619037,0.001542975,0.015038574,0.00297729,0.033228295,0.001162664,0.003531457,0.000804086,0.000249919,0.001771162,0.000912746,0,0.0000876,0.013605868,0.985542983,0.000250338,0
AWGB16SAA2186100-12-14,48,Type7,0.160368763,0.013697361,0.15948855,0.003520855,0.006609324,0.00052504,0.003505413,0.054341616,0.016199021,0.006949056,0.002455333,0.000370616,0.518924595,0.000108096,0.001389811,0.000664021,0.002378121,0.007782942,0.030436864,0.002131044,0.00052504,0.000216193,0.00098831,0.001111849,0.005204071,0.000108096,0,0.000374777,0.004028858,0.608919704,0.000562166,0
AWGB16SAA2186102-12-16,49,Type7,0.096151982,0.002067785,0.120502299,0.00148622,0.002175482,0.002358567,0.002821664,0.000775419,0.005384856,0.000775419,0.149709756,0.000570795,0.599226735,0.000333861,0.003166295,0.000689262,0.001012353,0.003252453,0.00074311,0.004243266,0.001044662,0.0000538,0.000775419,0.000215394,0.000463098,0,0,0.000485484,0.002815807,0.590834062,0.002718711,0
AWGB16SAA2186104-12-18,50,Type7,0.071233189,0.026056005,0.062878084,0.002033982,0.005654819,0.005470709,0.008179762,0.024697095,0.009003875,0.002901931,0.011634024,0.0000877,0.73623994,0.000429591,0.003147411,0.000473427,0.0011748,0.001437815,0.02143571,0.000657537,0.000210412,0,0.001648226,0.000341919,0.002603847,0.000368221,0,0.0000247,0.0000371,0.999110353,0.000518961,0
AWGB16SAA2212697-16-17,86,Type7,0.033728115,0.000383339,0.625924019,0.003816226,0.001293054,0.001001259,0.001533356,0.01787962,0.009228745,0.000234581,0.009806614,0.000102987,0.274127475,0.0000401,0.002654766,0.000148758,0.000635084,0.002431628,0.00568715,0.004577183,0.000303238,0.000474883,0.00046344,0.000263188,0.003244078,0.0000172,0,0.0000813,0.006704319,0.288651416,0.000304742,0
AWGB16SAA2212699-11-11,87,Type7,0.101828527,0.002163412,0.069436624,0.005423347,0.010372522,0,0.000740894,0.062531488,0.022463918,0.000918709,0.049491746,0.000533444,0.588092345,0.00020745,0.014195537,0.00477136,0.000237086,0.002222683,0.032006638,0.023678985,0.00154106,0.002519041,0.002400498,0.000296358,0.001837418,0.0000889,0,0.0000337,0.351377167,0.18276827,0.000258465,0
AWGB16SAA2212701-11-13,88,Type7,0.068732962,0.008589846,0.153538164,0.007226829,0.00684348,0.002172308,0.00342174,0.035310654,0.01570309,0.005295888,0.0275301,0.000198773,0.615203317,0.000198773,0.006332349,0.001178442,0.001831554,0.00714164,0.014794412,0.011173898,0.000993866,0.001107451,0.000979668,0.000312358,0.003549523,0.000638914,0,0.0000758,0.006385599,0.291880625,0.000246329,0
AWGB16SAA2212703-11-15,89,Type7,0.098200052,0.00198545,0.08296861,0.007130228,0.00024637,0.002101388,0.002231819,0.0302455,0.000637663,0.000942002,0.102040521,0.000275354,0.648546419,0.000347816,0.003362221,0.002217327,0.001159387,0.008144691,0.000637663,0.003202806,0.000768094,0.000217385,0.001159387,0.000405785,0.000768094,0.000058,0,0.000153677,0.007222806,0.362292857,0.00064032,0
AWGB16SAA2186095-11-17,45,Type7,0.008850693,0.000441822,0.012171484,0.0000998,0.000142523,0,0.000114019,0.000527336,0.000399065,0.0000998,0.0000855,0.0000428,0.970996522,0,0.000840887,0.000940653,0.000057,0.00178154,0.000270794,0.000441822,0,0,0.001097429,0,0.000598598,0,0,0.000100392,0.000086,0.000717082,0.000143416,0
AWGB16SAA2186097-12-11,46,Type7,0.044220665,0.000997276,0.037385678,0.000413505,0.002870208,0.000267562,0.000316209,0.160585717,0.002237789,0.000802685,0.002456704,0.0000486,0.683474411,0.0000486,0.002018875,0.012210547,0.0000486,0.000948628,0.042566647,0.000413505,0.002529675,0.000121619,0.001118895,0.000486476,0.00141078,0,0,0.000111047,0.013991881,0.984823621,0.00024677,0.0000247
AWGB16SAA2186099-12-13,47,Type7,0.161199412,0.001413175,0.02256207,0.000544154,0.005002964,0.000243651,0.000235529,0.001405053,0.006107515,0.000714709,0.004060848,0.000276138,0.779731497,0.000438572,0.008292251,0.000690344,0.000397963,0.001559366,0.000893387,0.001453783,0.000194921,0.001502514,0.000300503,0.000259894,0.000373598,0.000146191,0.0000341,0.0000681,0.015024018,0.984158348,0.000102204,0
AWGB16SAA2186101-12-15,48,Type7,0.07439814,0.002749931,0.184820379,0.008349791,0.000474988,0.000224994,0.000749981,0.003424914,0.004124897,0.00039999,0.000249994,0.000224994,0.712532187,0.000474988,0.000774981,0.000724982,0.000224994,0.000524987,0.002224944,0.000199995,0.00039999,0,0.000299993,0.00039999,0.000974976,0.00005,0,0.000937305,0.002707769,0.67267236,0.000520725,0
AWGB16SAA2186103-12-17,49,Type7,0.027458962,0.002202055,0.036667556,0.00030028,0.000200187,0.000166822,0.0000667,0.001101028,0.000667289,0.000834112,0.001801682,0,0.923762178,0,0.001935139,0.000834112,0.000133458,0.000166822,0.000333645,0.000567196,0.000100093,0.000166822,0.000100093,0.0000667,0.000233551,0.000133458,0,0.0000337,0.0000449,0.999102525,0.000437519,0
AWGB16SAA2186105-13-11,50,Type7,0.040994507,0.006321673,0.034923388,0.002139347,0.002563361,0.001522598,0.002004433,0.013240821,0.008094825,0.001869519,0.008403199,0.000732389,0.858359834,0.000751662,0.001888793,0.000385468,0.001329864,0.000809483,0.00954033,0.000192734,0.0000385,0.000539655,0.000867303,0.001252771,0.001002216,0.000231281,0,0,0,0.998278391,0.001467005,0
AWGB16SAA2212698-16-18,86,Type7,0.084209417,0.00097489,0.182765526,0.004044476,0.002239612,0.000342529,0.002898322,0.075751587,0.001646774,0.0000395,0.002331831,0.000118568,0.595223039,0.000237135,0.003267199,0.033106737,0.000606013,0.000935367,0.005770295,0.00072458,0.000671884,0.000606013,0.000579664,0.000368877,0.000540142,0,0,0.000108169,0.013064433,0.971082773,0.000168263,0
AWGB16SAA2212700-11-12,87,Type7,0.108324843,0.001495382,0.036037072,0.0000657,0.000920235,0.000246492,0.000328655,0.049857035,0.001692576,0.000706609,0.002941466,0.001265324,0.762612154,0.000312223,0.004157492,0.008167088,0.000246492,0.00118316,0.015266047,0.000903803,0.000920235,0.000755908,0.000739475,0.000164328,0.000673744,0.0000164,0,0.000105605,0.008161726,0.977113978,0.000196123,0.0000151
AWGB16SAA2212702-11-14,88,Type7,0.097012233,0.001492244,0.043029091,0.001918599,0.005132662,0.000196779,0.000262373,0.054835853,0.003788003,0.000655931,0.002836903,0.000327966,0.764241907,0.000311567,0.003689613,0.000409957,0.000245974,0.001180676,0.015152012,0.000885507,0.000262373,0.000623135,0.000393559,0.00037716,0.00067233,0.0000656,0,0.0000991,0.009865282,0.780472691,0.000198297,0.000793188
AWGB16SAA2212704-11-16,89,Type7,0.028304479,0.000942174,0.05458721,0.002021749,0.00143289,0.0000785,0.000196286,0.008086994,0.004671613,0.000333687,0.000647745,0.0000981,0.88811683,0,0.003690182,0.001589919,0.0000589,0.001275861,0.000196286,0.000471087,0.001040317,0.000274801,0.000785145,0.000196286,0.000804774,0.0000981,0,0.0000747,0.007082449,0.645339629,0.000313779,0
